20180308221520,10.0.0.2,43315,10.0.0.1,5001,3,0.0-1.0,524288,4194304
20180308221521,10.0.0.2,43315,10.0.0.1,5001,3,1.0-2.0,262144,2097152
20180308221522,10.0.0.2,43315,10.0.0.1,5001,3,2.0-3.0,262144,2097152
20180308221523,10.0.0.2,43315,10.0.0.1,5001,3,3.0-4.0,131072,1048576
20180308221524,10.0.0.2,43315,10.0.0.1,5001,3,4.0-5.0,262144,2097152
20180308221525,10.0.0.2,43315,10.0.0.1,5001,3,5.0-6.0,262144,2097152
20180308221526,10.0.0.2,43315,10.0.0.1,5001,3,6.0-7.0,262144,2097152
20180308221527,10.0.0.2,43315,10.0.0.1,5001,3,7.0-8.0,262144,2097152
20180308221528,10.0.0.2,43315,10.0.0.1,5001,3,8.0-9.0,262144,2097152
20180308221529,10.0.0.2,43315,10.0.0.1,5001,3,9.0-10.0,131072,1048576
20180308221530,10.0.0.2,43315,10.0.0.1,5001,3,10.0-11.0,262144,2097152
20180308221531,10.0.0.2,43315,10.0.0.1,5001,3,11.0-12.0,262144,2097152
20180308221532,10.0.0.2,43315,10.0.0.1,5001,3,12.0-13.0,262144,2097152
20180308221533,10.0.0.2,43315,10.0.0.1,5001,3,13.0-14.0,262144,2097152
20180308221534,10.0.0.2,43315,10.0.0.1,5001,3,14.0-15.0,131072,1048576
20180308221535,10.0.0.2,43315,10.0.0.1,5001,3,15.0-16.0,262144,2097152
20180308221536,10.0.0.2,43315,10.0.0.1,5001,3,16.0-17.0,262144,2097152
20180308221537,10.0.0.2,43315,10.0.0.1,5001,3,17.0-18.0,262144,2097152
20180308221538,10.0.0.2,43315,10.0.0.1,5001,3,18.0-19.0,262144,2097152
20180308221539,10.0.0.2,43315,10.0.0.1,5001,3,19.0-20.0,262144,2097152
20180308221540,10.0.0.2,43315,10.0.0.1,5001,3,20.0-21.0,131072,1048576
20180308221541,10.0.0.2,43315,10.0.0.1,5001,3,21.0-22.0,262144,2097152
20180308221542,10.0.0.2,43315,10.0.0.1,5001,3,22.0-23.0,262144,2097152
20180308221543,10.0.0.2,43315,10.0.0.1,5001,3,23.0-24.0,262144,2097152
20180308221544,10.0.0.2,43315,10.0.0.1,5001,3,24.0-25.0,262144,2097152
20180308221545,10.0.0.2,43315,10.0.0.1,5001,3,25.0-26.0,262144,2097152
20180308221546,10.0.0.2,43315,10.0.0.1,5001,3,26.0-27.0,131072,1048576
20180308221547,10.0.0.2,43315,10.0.0.1,5001,3,27.0-28.0,262144,2097152
20180308221548,10.0.0.2,43315,10.0.0.1,5001,3,28.0-29.0,262144,2097152
20180308221549,10.0.0.2,43315,10.0.0.1,5001,3,29.0-30.0,262144,2097152
20180308221550,10.0.0.2,43315,10.0.0.1,5001,3,30.0-31.0,262144,2097152
20180308221551,10.0.0.2,43315,10.0.0.1,5001,3,31.0-32.0,262144,2097152
20180308221552,10.0.0.2,43315,10.0.0.1,5001,3,32.0-33.0,131072,1048576
20180308221553,10.0.0.2,43315,10.0.0.1,5001,3,33.0-34.0,262144,2097152
20180308221554,10.0.0.2,43315,10.0.0.1,5001,3,34.0-35.0,262144,2097152
20180308221555,10.0.0.2,43315,10.0.0.1,5001,3,35.0-36.0,262144,2097152
20180308221556,10.0.0.2,43315,10.0.0.1,5001,3,36.0-37.0,262144,2097152
20180308221557,10.0.0.2,43315,10.0.0.1,5001,3,37.0-38.0,131072,1048576
20180308221558,10.0.0.2,43315,10.0.0.1,5001,3,38.0-39.0,262144,2097152
20180308221559,10.0.0.2,43315,10.0.0.1,5001,3,39.0-40.0,262144,2097152
20180308221600,10.0.0.2,43315,10.0.0.1,5001,3,40.0-41.0,262144,2097152
20180308221601,10.0.0.2,43315,10.0.0.1,5001,3,41.0-42.0,262144,2097152
20180308221602,10.0.0.2,43315,10.0.0.1,5001,3,42.0-43.0,262144,2097152
20180308221603,10.0.0.2,43315,10.0.0.1,5001,3,43.0-44.0,131072,1048576
20180308221604,10.0.0.2,43315,10.0.0.1,5001,3,44.0-45.0,262144,2097152
20180308221605,10.0.0.2,43315,10.0.0.1,5001,3,45.0-46.0,262144,2097152
20180308221606,10.0.0.2,43315,10.0.0.1,5001,3,46.0-47.0,262144,2097152
20180308221607,10.0.0.2,43315,10.0.0.1,5001,3,47.0-48.0,262144,2097152
20180308221608,10.0.0.2,43315,10.0.0.1,5001,3,48.0-49.0,262144,2097152
20180308221609,10.0.0.2,43315,10.0.0.1,5001,3,49.0-50.0,131072,1048576
20180308221610,10.0.0.2,43315,10.0.0.1,5001,3,50.0-51.0,262144,2097152
20180308221611,10.0.0.2,43315,10.0.0.1,5001,3,51.0-52.0,262144,2097152
20180308221612,10.0.0.2,43315,10.0.0.1,5001,3,52.0-53.0,262144,2097152
20180308221613,10.0.0.2,43315,10.0.0.1,5001,3,53.0-54.0,262144,2097152
20180308221614,10.0.0.2,43315,10.0.0.1,5001,3,54.0-55.0,131072,1048576
20180308221615,10.0.0.2,43315,10.0.0.1,5001,3,55.0-56.0,262144,2097152
20180308221616,10.0.0.2,43315,10.0.0.1,5001,3,56.0-57.0,262144,2097152
20180308221617,10.0.0.2,43315,10.0.0.1,5001,3,57.0-58.0,262144,2097152
20180308221618,10.0.0.2,43315,10.0.0.1,5001,3,58.0-59.0,262144,2097152
20180308221620,10.0.0.2,43315,10.0.0.1,5001,3,59.0-60.0,262144,2097152
20180308221620,10.0.0.2,43315,10.0.0.1,5001,3,0.0-61.3,14811136,1932995
