20180308221245,10.0.0.2,43307,10.0.0.1,5001,3,0.0-1.0,524288,4194304
20180308221246,10.0.0.2,43307,10.0.0.1,5001,3,1.0-2.0,131072,1048576
20180308221247,10.0.0.2,43307,10.0.0.1,5001,3,2.0-3.0,393216,3145728
20180308221248,10.0.0.2,43307,10.0.0.1,5001,3,3.0-4.0,262144,2097152
20180308221249,10.0.0.2,43307,10.0.0.1,5001,3,4.0-5.0,131072,1048576
20180308221250,10.0.0.2,43307,10.0.0.1,5001,3,5.0-6.0,262144,2097152
20180308221251,10.0.0.2,43307,10.0.0.1,5001,3,6.0-7.0,262144,2097152
20180308221252,10.0.0.2,43307,10.0.0.1,5001,3,7.0-8.0,131072,1048576
20180308221253,10.0.0.2,43307,10.0.0.1,5001,3,8.0-9.0,393216,3145728
20180308221254,10.0.0.2,43307,10.0.0.1,5001,3,9.0-10.0,131072,1048576
20180308221255,10.0.0.2,43307,10.0.0.1,5001,3,10.0-11.0,262144,2097152
20180308221256,10.0.0.2,43307,10.0.0.1,5001,3,11.0-12.0,262144,2097152
20180308221257,10.0.0.2,43307,10.0.0.1,5001,3,12.0-13.0,131072,1048576
20180308221258,10.0.0.2,43307,10.0.0.1,5001,3,13.0-14.0,262144,2097152
20180308221259,10.0.0.2,43307,10.0.0.1,5001,3,14.0-15.0,262144,2097152
20180308221300,10.0.0.2,43307,10.0.0.1,5001,3,15.0-16.0,131072,1048576
20180308221301,10.0.0.2,43307,10.0.0.1,5001,3,16.0-17.0,262144,2097152
20180308221302,10.0.0.2,43307,10.0.0.1,5001,3,17.0-18.0,262144,2097152
20180308221303,10.0.0.2,43307,10.0.0.1,5001,3,18.0-19.0,262144,2097152
20180308221304,10.0.0.2,43307,10.0.0.1,5001,3,19.0-20.0,262144,2097152
20180308221305,10.0.0.2,43307,10.0.0.1,5001,3,20.0-21.0,131072,1048576
20180308221306,10.0.0.2,43307,10.0.0.1,5001,3,21.0-22.0,262144,2097152
20180308221307,10.0.0.2,43307,10.0.0.1,5001,3,22.0-23.0,262144,2097152
20180308221308,10.0.0.2,43307,10.0.0.1,5001,3,23.0-24.0,262144,2097152
20180308221309,10.0.0.2,43307,10.0.0.1,5001,3,24.0-25.0,262144,2097152
20180308221310,10.0.0.2,43307,10.0.0.1,5001,3,25.0-26.0,262144,2097152
20180308221311,10.0.0.2,43307,10.0.0.1,5001,3,26.0-27.0,131072,1048576
20180308221312,10.0.0.2,43307,10.0.0.1,5001,3,27.0-28.0,262144,2097152
20180308221313,10.0.0.2,43307,10.0.0.1,5001,3,28.0-29.0,262144,2097152
20180308221314,10.0.0.2,43307,10.0.0.1,5001,3,29.0-30.0,262144,2097152
20180308221315,10.0.0.2,43307,10.0.0.1,5001,3,30.0-31.0,262144,2097152
20180308221316,10.0.0.2,43307,10.0.0.1,5001,3,31.0-32.0,262144,2097152
20180308221317,10.0.0.2,43307,10.0.0.1,5001,3,32.0-33.0,131072,1048576
20180308221318,10.0.0.2,43307,10.0.0.1,5001,3,33.0-34.0,262144,2097152
20180308221319,10.0.0.2,43307,10.0.0.1,5001,3,34.0-35.0,262144,2097152
20180308221320,10.0.0.2,43307,10.0.0.1,5001,3,35.0-36.0,262144,2097152
20180308221321,10.0.0.2,43307,10.0.0.1,5001,3,36.0-37.0,262144,2097152
20180308221322,10.0.0.2,43307,10.0.0.1,5001,3,37.0-38.0,131072,1048576
20180308221323,10.0.0.2,43307,10.0.0.1,5001,3,38.0-39.0,262144,2097152
20180308221324,10.0.0.2,43307,10.0.0.1,5001,3,39.0-40.0,262144,2097152
20180308221325,10.0.0.2,43307,10.0.0.1,5001,3,40.0-41.0,262144,2097152
20180308221326,10.0.0.2,43307,10.0.0.1,5001,3,41.0-42.0,262144,2097152
20180308221327,10.0.0.2,43307,10.0.0.1,5001,3,42.0-43.0,262144,2097152
20180308221328,10.0.0.2,43307,10.0.0.1,5001,3,43.0-44.0,131072,1048576
20180308221329,10.0.0.2,43307,10.0.0.1,5001,3,44.0-45.0,262144,2097152
20180308221330,10.0.0.2,43307,10.0.0.1,5001,3,45.0-46.0,262144,2097152
20180308221331,10.0.0.2,43307,10.0.0.1,5001,3,46.0-47.0,262144,2097152
20180308221332,10.0.0.2,43307,10.0.0.1,5001,3,47.0-48.0,262144,2097152
20180308221333,10.0.0.2,43307,10.0.0.1,5001,3,48.0-49.0,131072,1048576
20180308221334,10.0.0.2,43307,10.0.0.1,5001,3,49.0-50.0,262144,2097152
20180308221335,10.0.0.2,43307,10.0.0.1,5001,3,50.0-51.0,262144,2097152
20180308221336,10.0.0.2,43307,10.0.0.1,5001,3,51.0-52.0,262144,2097152
20180308221337,10.0.0.2,43307,10.0.0.1,5001,3,52.0-53.0,262144,2097152
20180308221338,10.0.0.2,43307,10.0.0.1,5001,3,53.0-54.0,262144,2097152
20180308221339,10.0.0.2,43307,10.0.0.1,5001,3,54.0-55.0,131072,1048576
20180308221340,10.0.0.2,43307,10.0.0.1,5001,3,55.0-56.0,262144,2097152
20180308221341,10.0.0.2,43307,10.0.0.1,5001,3,56.0-57.0,262144,2097152
20180308221342,10.0.0.2,43307,10.0.0.1,5001,3,57.0-58.0,262144,2097152
20180308221343,10.0.0.2,43307,10.0.0.1,5001,3,58.0-59.0,262144,2097152
20180308221344,10.0.0.2,43307,10.0.0.1,5001,3,59.0-60.0,131072,1048576
20180308221344,10.0.0.2,43307,10.0.0.1,5001,3,0.0-60.4,14548992,1927694
