20180308220713,10.0.0.2,43287,10.0.0.1,5001,3,0.0-1.0,524288,4194304
20180308220714,10.0.0.2,43287,10.0.0.1,5001,3,1.0-2.0,524288,4194304
20180308220715,10.0.0.2,43287,10.0.0.1,5001,3,2.0-3.0,917504,7340032
20180308220716,10.0.0.2,43287,10.0.0.1,5001,3,3.0-4.0,262144,2097152
20180308220717,10.0.0.2,43287,10.0.0.1,5001,3,4.0-5.0,393216,3145728
20180308220719,10.0.0.2,43287,10.0.0.1,5001,3,5.0-6.0,524288,4194304
20180308220719,10.0.0.2,43287,10.0.0.1,5001,3,6.0-7.0,131072,1048576
20180308220720,10.0.0.2,43287,10.0.0.1,5001,3,7.0-8.0,524288,4194304
20180308220722,10.0.0.2,43287,10.0.0.1,5001,3,8.0-9.0,262144,2097152
20180308220722,10.0.0.2,43287,10.0.0.1,5001,3,9.0-10.0,131072,1048576
20180308220724,10.0.0.2,43287,10.0.0.1,5001,3,10.0-11.0,524288,4194304
20180308220724,10.0.0.2,43287,10.0.0.1,5001,3,11.0-12.0,131072,1048576
20180308220725,10.0.0.2,43287,10.0.0.1,5001,3,12.0-13.0,524288,4194304
20180308220727,10.0.0.2,43287,10.0.0.1,5001,3,13.0-14.0,262144,2097152
20180308220728,10.0.0.2,43287,10.0.0.1,5001,3,14.0-15.0,393216,3145728
20180308220728,10.0.0.2,43287,10.0.0.1,5001,3,15.0-16.0,262144,2097152
20180308220730,10.0.0.2,43287,10.0.0.1,5001,3,16.0-17.0,262144,2097152
20180308220730,10.0.0.2,43287,10.0.0.1,5001,3,17.0-18.0,131072,1048576
20180308220731,10.0.0.2,43287,10.0.0.1,5001,3,18.0-19.0,262144,2097152
20180308220733,10.0.0.2,43287,10.0.0.1,5001,3,19.0-20.0,524288,4194304
20180308220733,10.0.0.2,43287,10.0.0.1,5001,3,20.0-21.0,131072,1048576
20180308220735,10.0.0.2,43287,10.0.0.1,5001,3,21.0-22.0,524288,4194304
20180308220735,10.0.0.2,43287,10.0.0.1,5001,3,22.0-23.0,131072,1048576
20180308220736,10.0.0.2,43287,10.0.0.1,5001,3,23.0-24.0,524288,4194304
20180308220737,10.0.0.2,43287,10.0.0.1,5001,3,24.0-25.0,262144,2097152
20180308220738,10.0.0.2,43287,10.0.0.1,5001,3,25.0-26.0,393216,3145728
20180308220739,10.0.0.2,43287,10.0.0.1,5001,3,26.0-27.0,393216,3145728
20180308220740,10.0.0.2,43287,10.0.0.1,5001,3,27.0-28.0,262144,2097152
20180308220742,10.0.0.2,43287,10.0.0.1,5001,3,28.0-29.0,262144,2097152
20180308220742,10.0.0.2,43287,10.0.0.1,5001,3,29.0-30.0,393216,3145728
20180308220743,10.0.0.2,43287,10.0.0.1,5001,3,30.0-31.0,262144,2097152
20180308220745,10.0.0.2,43287,10.0.0.1,5001,3,31.0-32.0,262144,2097152
20180308220745,10.0.0.2,43287,10.0.0.1,5001,3,32.0-33.0,393216,3145728
20180308220746,10.0.0.2,43287,10.0.0.1,5001,3,33.0-34.0,262144,2097152
20180308220748,10.0.0.2,43287,10.0.0.1,5001,3,34.0-35.0,393216,3145728
20180308220748,10.0.0.2,43287,10.0.0.1,5001,3,35.0-36.0,262144,2097152
20180308220749,10.0.0.2,43287,10.0.0.1,5001,3,36.0-37.0,262144,2097152
20180308220750,10.0.0.2,43287,10.0.0.1,5001,3,37.0-38.0,262144,2097152
20180308220752,10.0.0.2,43287,10.0.0.1,5001,3,38.0-39.0,524288,4194304
20180308220752,10.0.0.2,43287,10.0.0.1,5001,3,39.0-40.0,131072,1048576
20180308220754,10.0.0.2,43287,10.0.0.1,5001,3,40.0-41.0,524288,4194304
20180308220754,10.0.0.2,43287,10.0.0.1,5001,3,41.0-42.0,131072,1048576
20180308220756,10.0.0.2,43287,10.0.0.1,5001,3,42.0-43.0,524288,4194304
20180308220756,10.0.0.2,43287,10.0.0.1,5001,3,43.0-44.0,131072,1048576
20180308220757,10.0.0.2,43287,10.0.0.1,5001,3,44.0-45.0,524288,4194304
20180308220759,10.0.0.2,43287,10.0.0.1,5001,3,45.0-46.0,262144,2097152
20180308220759,10.0.0.2,43287,10.0.0.1,5001,3,46.0-47.0,393216,3145728
20180308220800,10.0.0.2,43287,10.0.0.1,5001,3,47.0-48.0,262144,2097152
20180308220802,10.0.0.2,43287,10.0.0.1,5001,3,48.0-49.0,262144,2097152
20180308220802,10.0.0.2,43287,10.0.0.1,5001,3,49.0-50.0,131072,1048576
20180308220803,10.0.0.2,43287,10.0.0.1,5001,3,50.0-51.0,524288,4194304
20180308220805,10.0.0.2,43287,10.0.0.1,5001,3,51.0-52.0,262144,2097152
20180308220805,10.0.0.2,43287,10.0.0.1,5001,3,52.0-53.0,131072,1048576
20180308220806,10.0.0.2,43287,10.0.0.1,5001,3,53.0-54.0,262144,2097152
20180308220808,10.0.0.2,43287,10.0.0.1,5001,3,54.0-55.0,524288,4194304
20180308220808,10.0.0.2,43287,10.0.0.1,5001,3,55.0-56.0,131072,1048576
20180308220809,10.0.0.2,43287,10.0.0.1,5001,3,56.0-57.0,262144,2097152
20180308220811,10.0.0.2,43287,10.0.0.1,5001,3,57.0-58.0,524288,4194304
20180308220811,10.0.0.2,43287,10.0.0.1,5001,3,58.0-59.0,131072,1048576
20180308220812,10.0.0.2,43287,10.0.0.1,5001,3,59.0-60.0,262144,2097152
20180308220812,10.0.0.2,43287,10.0.0.1,5001,3,0.0-60.1,20054016,2668680
